Instrument Group,Instrument,Department,Risk Country,Exchange,Trade CCY,Settlement CCY
FX,FX Spot/Forward ,EIS,PAKISTAN,Not Applicable,EGP,SGD
FX,FX Spot/Forward ,BMG,PAKISTAN,Not Applicable,SGD,KRW
FX,FX Spot/Forward ,FIMA,POLAND,Not Applicable,QAR,CNH
FX,FX Spot/Forward ,FIMA,RUSSIA FEDERATION,Not Applicable,PKR,IDR
FX,FX Spot/Forward ,EMD,SOUTH AFRICA,Not Applicable,PEN,UAH
FX,FX Spot/Forward ,FIMA,SOUTH KOREA,Not Applicable,COP,VND
FX,FX Spot/Forward ,EIS,SWEDEN,FIRST NORTH STOCKHOLM,KWD,USD
FX,FX Spot/Forward ,ISG,SWITZERLAND,ICE Futures Europe Financials,TRY,NZD
FX,FX Spot/Forward ,BMG,SWITZERLAND,ICE Futures Europe Financials,KZT,QAR
FX,FX Spot/Forward ,EMD,TURKEY,Not Applicable,XAU,BEF
FX,FX Spot/Forward ,EIS,TURKEY,Not Applicable,RSD,BRL
FX,FX Spot/Forward ,FIMA,UAE,"Nasdaq Dubai	",CHF,EUR
FX,FX Spot/Forward ,BMG,UAE,"Nasdaq Dubai	",KWD,BRL
FX,FX Spot/Forward ,EFM,UKRAINE,Not Applicable,BRL,HUF
FX,FX Spot/Forward ,EFM,UNITED STATES,ISE Gemini / NASDAQ US OPTIONS,CLP,SGD
FX,FX Swap ,EMD,ARGENTINA,Bolsas Y Mercados Argentinos,SGD,USD
FX,FX Swap ,BMG,ASIA PACIFIC REGION,INDONESIA STOCK EXCHANGE,ZAR,SGD
FX,FX Swap ,CEOO,AUSTRALIA,ASX TRADE24,TRL,AUD
FX,FX Swap ,INFRA,AUSTRIA,Vienna Stock Exchange,ARS,JPY
FX,FX Swap ,EFM,BRAZIL,Brasil Bolsa Balcao (B3),EGP,USD
FX,FX Swap ,TPS,BRAZIL,Brasil Bolsa Balcao (B3),HUF,USD
FX,FX Swap ,FIMA,CHILE,SANTIAGO STOCK EXCHANGE,IDR,USD
FX,FX Swap ,TPS,CHILE,SANTIAGO STOCK EXCHANGE,ARS,USD
FX,FX Swap ,EFM,COLUMBIA,Not Applicable,EUR,SEK
FX,FX Swap ,EIS,CZECH REPUBLIC,Not Applicable,UAH,AED
FX,FX Swap ,EMD,DENMARK,NASDAQ OMX Copenhagen,CNY,AUD
FX,FX Swap ,PE,EGYPT,Not Applicable,NZD,EGP
FX,FX Swap ,EIS,EURO,Not Applicable,KWD,EUR
FX,FX Swap ,EMD,EUROPE REGION,Not Applicable,MXN,COP
FX,FX Swap ,CEOO,FINLAND,Not Applicable,COP,VND
FX,FX Swap ,RE,HUNGARY,Not Applicable,MYR,PEN
FX,FX Swap ,RE,HUNGARY,Not Applicable,ZAR,PLN
FX,FX Swap ,EFM,INDIA,BOMBAY STOCK EXCHANGE,CNH,CLP
FX,FX Swap ,INFRA,INDIA,BOMBAY STOCK EXCHANGE,RSD,PKR
FX,FX Swap ,EFM,IRELAND,Not Applicable,JPY,EUR
FX,FX Swap ,PE,ISRAEL,Not Applicable,VND,KES
FX,FX Swap ,ISG,ITALY,Not Applicable,COP,IDR
FX,FX Swap ,EFM,JAPAN,Tokyo Financial Exchange,KWD,TRY
FX,FX Swap ,RE,MACAU,Not Applicable,AED,KES
FX,FX Swap ,CEOO,MEXICO,Mercado Mexicano de Derivados,USD,USD
FX,FX Swap ,EIS,NETHERLANDS,Not Applicable,TRL,ILS
FX,FX Swap ,RE,Not Applicable,ISE Gemini / NASDAQ US OPTIONS,COP,CLP
FX,FX Swap ,CEOO,Not Applicable,COLOMBIA,RON,CNH
FX,FX Swap ,TPS,PAKISTAN,Not Applicable,SAR,AED
FX,FX Swap ,FIMA,PAKISTAN,Not Applicable,PEN,DKK
FX,FX Swap ,EIS,PERU,Not Applicable,CNH,MYR
FX,FX Swap ,RE,PHILIPPINES,Not Applicable,RSD,UYU
FX,FX Swap ,EMD,QATAR,Not Applicable,HUF,PKR
FX,FX Swap ,EIS,ROMANIA,Not Applicable,AED,UYU
FX,FX Swap ,ISG,RUSSIA FEDERATION,Not Applicable,USD,TRL
FX,FX Swap ,ISG,SERBIA,Not Applicable,SAR,UAH
FX,FX Swap ,EIS,SINGAPORE,Not Applicable,PHP,HUF
FX,FX Swap ,EMD,SINGAPORE,Not Applicable,BEF,SGD
FX,FX Swap ,ISG,SLOVAKIA,Not Applicable,XAU,DOP
FX,FX Swap ,BAR,SLOVAKIA,Not Applicable,XAU,AED
FX,FX Swap ,TPS,SOUTH AFRICA,Not Applicable,IDR,KZT
FX,FX Swap ,EFM,SOUTH KOREA,Not Applicable,BEF,CLP
FX,FX Swap ,Kepler,SOUTH KOREA,Not Applicable,IDR,CHF
FX,FX Swap ,CEOO,SPAIN ,MEFF Renta Variable,UYU,BEF
FX,FX Swap ,EQD,SWEDEN,FIRST NORTH STOCKHOLM,NZD,AUD
FX,FX Swap ,BMG,SWEDEN,FIRST NORTH STOCKHOLM,RUB,COP
FX,FX Swap ,RE,UKRAINE,Not Applicable,LKR,LKR
FX,FX Swap ,ISG,UNITED KINGDOM,London Stock Exchange (domestic),KRW,USD
FX,FX Swap ,EQD,UNITED STATES,ISE Gemini / NASDAQ US OPTIONS,SEK,KES
FX,FX Swap ,Kepler,UNITED STATES,ISE Gemini / NASDAQ US OPTIONS,DKK,SAR
FX,FX Swap ,TPS,VIETNAM,HO CHI MINH STOCK EXCHANGE,BRL,VND
Interest-Only Strips,CMO - Interest Only,RE,ARGENTINA,Bolsas Y Mercados Argentinos,UAH,CZK
Interest-Only Strips,CMO - Interest Only,EMD,ASIA PACIFIC REGION,ICE Futures US Currencies,PHP,LKR
Interest-Only Strips,CMO - Interest Only,BAR,BAHRAIN,Euronext Paris,NZD,TRY
Interest-Only Strips,CMO - Interest Only,EMD,BELGIUM,Euronext Paris,CNY,BEL
Interest-Only Strips,CMO - Interest Only,BAR,CANADA,VENTURE,ZAR,CAD
Interest-Only Strips,CMO - Interest Only,EFM,CHILE,SANTIAGO STOCK EXCHANGE,BRL,CHF
Interest-Only Strips,CMO - Interest Only,PE,CHILE,SANTIAGO STOCK EXCHANGE,TRY,CHF
Interest-Only Strips,CMO - Interest Only,BMG,CHILE,SANTIAGO STOCK EXCHANGE,UYU,CHF
Interest-Only Strips,CMO - Interest Only,EFM,CZECH REPUBLIC,Not Applicable,PLN,CZK
Interest-Only Strips,CMO - Interest Only,CEOO,EGYPT,Not Applicable,TWD,GBP
Interest-Only Strips,CMO - Interest Only,EFM,EURO,Not Applicable,DOP,KWD
Interest-Only Strips,CMO - Interest Only,ISG,EURO,Not Applicable,UYU,LKR
Interest-Only Strips,CMO - Interest Only,INFRA,FINLAND,NASDAQ OMX HELSINKII,DKK,EUR
Interest-Only Strips,CMO - Interest Only,ISG,GLOBAL,Montreal Exchange,THB,CNY
Interest-Only Strips,CMO - Interest Only,EQD,GLOBAL,ASX TRADE24,PHP,HKD
Interest-Only Strips,CMO - Interest Only,BAR,HUNGARY,Not Applicable,PEN,NZD
Interest-Only Strips,CMO - Interest Only,ISG,INDIA,National Stock Exchange of India,AED,BRL
Interest-Only Strips,CMO - Interest Only,INFRA,INDONESIA,Not Applicable,INR,NGN
Interest-Only Strips,CMO - Interest Only,BMG,INDONESIA,Not Applicable,BEF,BEF
Interest-Only Strips,CMO - Interest Only,Kepler,ISRAEL,Not Applicable,UYU,PKR
Interest-Only Strips,CMO - Interest Only,EFM,MACAU,Not Applicable,IDR,KWD
Interest-Only Strips,CMO - Interest Only,EMD,MEXICO,Not Applicable,CNY,NGN
Interest-Only Strips,CMO - Interest Only,RE,Not Applicable,Brasil Bolsa Balcao (B3),VND,HUF
Interest-Only Strips,CMO - Interest Only,EFM,SINGAPORE,Not Applicable,NZD,COP
Interest-Only Strips,CMO - Interest Only,EIS,SOUTH KOREA,Not Applicable,CNY,AUD
Interest-Only Strips,CMO - Interest Only,EFM,SPAIN ,SOCIEDAD DE BOLSAS (SIBE),PLN,PEN
Interest-Only Strips,CMO - Interest Only,FIMA,TAIWAN,Not Applicable,ZAR,DKK
Interest-Only Strips,CMO - Interest Only,ISG,TAIWAN,Not Applicable,CAD,KRW
Interest-Only Strips,CMO - Interest Only,BMG,TURKEY,Not Applicable,TRY,INR
Interest-Only Strips,CMO - Interest Only,EIS,UKRAINE,Not Applicable,HUF,KRW
Interest-Only Strips,CMO - Interest Only,Kepler,UNITED KINGDOM,CME(CTRL CLR SWAP),UYU,RSD
Margins,Margin Exposure (Exchange-Traded Futures & Options),PE,ASIA PACIFIC REGION,MEFF Renta Variable,NZD,THB
Margins,Margin Exposure (Exchange-Traded Futures & Options),EMD,AUSTRALIA,ASX TRADE24,KZT,HKD
Margins,Margin Exposure (Exchange-Traded Futures & Options),INFRA,BAHRAIN,FRANKFURT STOCK EXCHANGE,RSD,ILS
Margins,Margin Exposure (Exchange-Traded Futures & Options),ISG,BAHRAIN,BMV Mexico (MEXICAN SE),VND,JPY
Margins,Margin Exposure (Exchange-Traded Futures & Options),INFRA,BAHRAIN,ICE Endex,KZT,RON
Margins,Margin Exposure (Exchange-Traded Futures & Options),EFM,BELGIUM,NYSE EURONEXTBRUSSELS,IDR,EUR
Margins,Margin Exposure (Exchange-Traded Futures & Options),PE,CANADA,VENTURE,ARS,USD
Margins,Margin Exposure (Exchange-Traded Futures & Options),RE,CHINA,SHANGHAI HK STOCK CONNECT (C2),GBP,GBP
Margins,Margin Exposure (Exchange-Traded Futures & Options),EIS,CHINA,SHANGHAI HK STOCK CONNECT (C2),UYU,GBP
Margins,Margin Exposure (Exchange-Traded Futures & Options),EFM,CZECH REPUBLIC,Not Applicable,CZK,QAR
Margins,Margin Exposure (Exchange-Traded Futures & Options),ISG,CZECH REPUBLIC,Not Applicable,CHF,RUB
Margins,Margin Exposure (Exchange-Traded Futures & Options),CEOO,DENMARK,Not Applicable,COP,UYU
Margins,Margin Exposure (Exchange-Traded Futures & Options),BMG,DOMINICAN REPUBLIC,Not Applicable,UYU,INR
Margins,Margin Exposure (Exchange-Traded Futures & Options),ISG,EGYPT,Not Applicable,KZT,HUF
Margins,Margin Exposure (Exchange-Traded Futures & Options),RE,EUROZONE,Not Applicable,AED,EUR
Margins,Margin Exposure (Exchange-Traded Futures & Options),BMG,FINLAND,Not Applicable,CAD,EUR
Margins,Margin Exposure (Exchange-Traded Futures & Options),EMD,GERMANY ,Xetra,RON,BEF
Margins,Margin Exposure (Exchange-Traded Futures & Options),EFM,GERMANY ,Xetra,LKR,HUF
Margins,Margin Exposure (Exchange-Traded Futures & Options),FIMA,GLOBAL,ICE Futures Europe Financials,BEF,RUB
Margins,Margin Exposure (Exchange-Traded Futures & Options),Kepler,HUNGARY,Not Applicable,KZT,ARS
Margins,Margin Exposure (Exchange-Traded Futures & Options),RE,INDIA,Not Applicable,CHF,DKK
Margins,Margin Exposure (Exchange-Traded Futures & Options),Kepler,IRELAND,Not Applicable,LKR,THB
Margins,Margin Exposure (Exchange-Traded Futures & Options),PE,ISRAEL,Not Applicable,RON,BRL
Margins,Margin Exposure (Exchange-Traded Futures & Options),EFM,ISRAEL,Not Applicable,EGP,LKR
Margins,Margin Exposure (Exchange-Traded Futures & Options),PE,ITALY,Not Applicable,SEK,PHP
Margins,Margin Exposure (Exchange-Traded Futures & Options),EMD,KAZAKHSTAN,Not Applicable,RON,BEF
Margins,Margin Exposure (Exchange-Traded Futures & Options),EMD,KUWAIT,Not Applicable,CAD,KWD
Margins,Margin Exposure (Exchange-Traded Futures & Options),TPS,LUXEMBOURG,Not Applicable,MYR,SGD
Margins,Margin Exposure (Exchange-Traded Futures & Options),EIS,LUXEMBOURG,Not Applicable,CLP,PLN
Margins,Margin Exposure (Exchange-Traded Futures & Options),CEOO,MALAYSIA,MESDAQ,JPY,RUB
Margins,Margin Exposure (Exchange-Traded Futures & Options),PE,MEXICO,Mercado Mexicano de Derivados,CNY,SGD
Margins,Margin Exposure (Exchange-Traded Futures & Options),BMG,NETHERLANDS,Not Applicable,NZD,CNY
Margins,Margin Exposure (Exchange-Traded Futures & Options),INFRA,NEW ZEALAND,Not Applicable,HKD,LKR
Margins,Margin Exposure (Exchange-Traded Futures & Options),PE,Not Applicable,HK FUT EXCH,CHF,SAR
Margins,Margin Exposure (Exchange-Traded Futures & Options),EIS,PHILIPPINES,Not Applicable,KZT,MXN
Margins,Margin Exposure (Exchange-Traded Futures & Options),BAR,POLAND,Not Applicable,PKR,QAR
Margins,Margin Exposure (Exchange-Traded Futures & Options),INFRA,POLAND,Not Applicable,CNH,DOP
Margins,Margin Exposure (Exchange-Traded Futures & Options),EFM,RUSSIA FEDERATION,Not Applicable,KRW,UAH
Margins,Margin Exposure (Exchange-Traded Futures & Options),Kepler,SERBIA,Not Applicable,DOP,VND
Margins,Margin Exposure (Exchange-Traded Futures & Options),PE,SLOVAKIA,Not Applicable,INR,KWD
Margins,Margin Exposure (Exchange-Traded Futures & Options),BAR,SOUTH KOREA,Not Applicable,BRL,PLN
Margins,Margin Exposure (Exchange-Traded Futures & Options),EIS,SPAIN ,MADRID STK EXC,COP,AED
Margins,Margin Exposure (Exchange-Traded Futures & Options),Kepler,SRI LANKA,Not Applicable,ARS,EGP
Margins,Margin Exposure (Exchange-Traded Futures & Options),TPS,SWEDEN,OMX Nordic Exchange Stockholm,ARS,MYR
Margins,Margin Exposure (Exchange-Traded Futures & Options),BMG,SWITZERLAND,ICE Futures Europe Financials,VND,ZAR
Margins,Margin Exposure (Exchange-Traded Futures & Options),EFM,THAILAND,Not Applicable,JPY,AED
Margins,Margin Exposure (Exchange-Traded Futures & Options),Kepler,TURKEY,Not Applicable,PLN,GBP
Margins,Margin Exposure (Exchange-Traded Futures & Options),BAR,UAE,DFM,GBP,RON
Margins,Margin Exposure (Exchange-Traded Futures & Options),EQD,UKRAINE,Not Applicable,PLN,AED
Margins,Margin Exposure (Exchange-Traded Futures & Options),BAR,UNITED KINGDOM,London Metal Exchange,TWD,USD
Margins,Margin Exposure (Exchange-Traded Futures & Options),PE,VIETNAM,HO CHI MINH STOCK EXCHANGE,ZAR,THB
Margins,Margin Exposure (OTC Central Clearing - Swaps),EIS,BRAZIL,Pakistan Stock Exchange,CLP,BRL
Margins,Margin Exposure (OTC Central Clearing - Swaps),RE,CHILE,Not Applicable,KZT,USD
Margins,Margin Exposure (OTC Central Clearing - Swaps),TPS,CHILE,Not Applicable,HUF,CLP
Margins,Margin Exposure (OTC Central Clearing - Swaps),TPS,DOMINICAN REPUBLIC,Not Applicable,MYR,UYU
Margins,Margin Exposure (OTC Central Clearing - Swaps),CEOO,EGYPT,Not Applicable,QAR,TRY
Margins,Margin Exposure (OTC Central Clearing - Swaps),INFRA,EGYPT,Not Applicable,AUD,TWD
Margins,Margin Exposure (OTC Central Clearing - Swaps),EIS,EURO,Not Applicable,KWD,PKR
Margins,Margin Exposure (OTC Central Clearing - Swaps),BMG,EUROPE REGION,Not Applicable,CNH,JPY
Margins,Margin Exposure (OTC Central Clearing - Swaps),Kepler,FINLAND,Not Applicable,CLP,EUR
Margins,Margin Exposure (OTC Central Clearing - Swaps),TPS,GLOBAL,Budapest Stock Exchange,UYU,TWD
Margins,Margin Exposure (OTC Central Clearing - Swaps),ISG,GREECE,Not Applicable,RSD,EUR
Margins,Margin Exposure (OTC Central Clearing - Swaps),TPS,INDONESIA,Not Applicable,CNY,VND
Margins,Margin Exposure (OTC Central Clearing - Swaps),BMG,IRELAND,Not Applicable,CHF,RON
Margins,Margin Exposure (OTC Central Clearing - Swaps),EMD,ISRAEL,Not Applicable,BEF,BRL
Margins,Margin Exposure (OTC Central Clearing - Swaps),FIMA,LUXEMBOURG,Not Applicable,CAD,RUB
Margins,Margin Exposure (OTC Central Clearing - Swaps),TPS,LUXEMBOURG,Not Applicable,GBP,CAD
Margins,Margin Exposure (OTC Central Clearing - Swaps),RE,MACAU,Not Applicable,UAH,ZAR
Margins,Margin Exposure (OTC Central Clearing - Swaps),ISG,NEW ZEALAND,Not Applicable,AED,ARS
Margins,Margin Exposure (OTC Central Clearing - Swaps),EFM,NEW ZEALAND,Not Applicable,RUB,HKD
Margins,Margin Exposure (OTC Central Clearing - Swaps),Kepler,NORWAY,Not Applicable,CZK,HKD
Margins,Margin Exposure (OTC Central Clearing - Swaps),BMG,PAKISTAN,Karachi,PLN,KZT
Margins,Margin Exposure (OTC Central Clearing - Swaps),Kepler,PAKISTAN,Pakistan Stock Exchange,PHP,TRY
Margins,Margin Exposure (OTC Central Clearing - Swaps),ISG,PAKISTAN,Pakistan Stock Exchange,COP,PEN
Margins,Margin Exposure (OTC Central Clearing - Swaps),CEOO,PERU,Not Applicable,KZT,AED
Margins,Margin Exposure (OTC Central Clearing - Swaps),EQD,POLAND,Not Applicable,ILS,GBP
Margins,Margin Exposure (OTC Central Clearing - Swaps),Kepler,PORTUGAL,Not Applicable,PKR,PEN
Margins,Margin Exposure (OTC Central Clearing - Swaps),EQD,QATAR,Not Applicable,PKR,TWD
Margins,Margin Exposure (OTC Central Clearing - Swaps),Kepler,QATAR,Not Applicable,MYR,BEF
Margins,Margin Exposure (OTC Central Clearing - Swaps),Kepler,SAUDI ARABIA,Not Applicable,KRW,HKD
Margins,Margin Exposure (OTC Central Clearing - Swaps),CEOO,SOUTH KOREA,KRX Derivatives Market,UYU,SAR
Margins,Margin Exposure (OTC Central Clearing - Swaps),CEOO,SPAIN ,MADRID STK EXC,CHF,KES
Margins,Margin Exposure (OTC Central Clearing - Swaps),PE,TAIWAN,Not Applicable,PEN,DOP
Margins,Margin Exposure (OTC Central Clearing - Swaps),EIS,TAIWAN,Not Applicable,BRL,PKR
Margins,Margin Exposure (OTC Central Clearing - Swaps),Kepler,THAILAND,Not Applicable,HUF,HKD
Margins,Margin Exposure (OTC Central Clearing - Swaps),TPS,THAILAND,Not Applicable,USD,AUD
Margins,Margin Exposure (OTC Central Clearing - Swaps),BAR,UAE,DFM,INR,INR
Margins,Margin Exposure (OTC Central Clearing - Swaps),BMG,UAE,DFM,CNY,ZAR
Margins,Margin Exposure (OTC Central Clearing - Swaps),ISG,UKRAINE,Not Applicable,AED,KWD
Margins,Margin Exposure (OTC Central Clearing - Swaps),EIS,UKRAINE,Not Applicable,NOK,GBP
Margins,Margin Exposure (OTC Central Clearing - Swaps),FIMA,UNITED STATES,ISE Gemini / NASDAQ US OPTIONS,KES,ARS
Margins,Margin Exposure (OTC Central Clearing - Swaps),EFM,VIETNAM,HO CHI MINH STOCK EXCHANGE,JPY,INR
Margins,Margins,Kepler,ASIA PACIFIC REGION,COLOMBIA,RON,LKR
Margins,Margins,ISG,AUSTRIA,Vienna Stock Exchange,RON,KRW
Margins,Margins,TPS,BELGIUM,NYSE EURONEXTBRUSSELS,MYR,EUR
Margins,Margins,EFM,DENMARK,Not Applicable,BRL,QAR
Margins,Margins,PE,EGYPT,Not Applicable,TRL,EUR
Margins,Margins,BAR,EUROZONE,Not Applicable,NGN,ZAR
Margins,Margins,FIMA,FINLAND,Not Applicable,KRW,RSD
Margins,Margins,Kepler,GERMANY ,Xetra,HUF,AUD
Margins,Margins,FIMA,GLOBAL,HELSINKI STK EXC,RSD,THB
Margins,Margins,EQD,GREECE,Not Applicable,QAR,EUR
Margins,Margins,EIS,HONG KONG,SHANGHAI HK STOCK CONNECT (C2),ILS,GBP
Margins,Margins,INFRA,INDIA,Not Applicable,LKR,RSD
Margins,Margins,FIMA,INDIA,Not Applicable,SEK,THB
Margins,Margins,BMG,ISRAEL,Not Applicable,KWD,USD
Margins,Margins,TPS,JAPAN,Tokyo Financial Exchange,MYR,ILS
Margins,Margins,EIS,MALAYSIA,MESDAQ,XAU,XAU
Margins,Margins,TPS,MEXICO,Mercado Mexicano de Derivados,RSD,XAU
Margins,Margins,EQD,NETHERLANDS,Not Applicable,CAD,ZAR
Margins,Margins,INFRA,PAKISTAN,Karachi,CHF,DOP
Margins,Margins,EFM,PORTUGAL,Not Applicable,NOK,VND
Margins,Margins,TPS,ROMANIA,Not Applicable,PKR,NOK
Margins,Margins,BMG,RUSSIA FEDERATION,Not Applicable,MXN,MYR
Margins,Margins,RE,SAUDI ARABIA,Not Applicable,AED,PHP
Margins,Margins,EFM,SINGAPORE,Not Applicable,SAR,IDR
Margins,Margins,ISG,SLOVAKIA,Not Applicable,ZAR,MYR
Margins,Margins,CEOO,SPAIN ,MADRID STK EXC,RSD,BRL
Margins,Margins,INFRA,SWEDEN,OMX Nordic Exchange Stockholm,AED,TWD
Margins,Margins,PE,SWITZERLAND,ICE Futures Europe Financials,RSD,JPY
Margins,Margins,Kepler,TAIWAN,Not Applicable,TRL,ARS
Margins,Margins,BAR,THAILAND,Not Applicable,ARS,GBP
Margins,Margins,EFM,TURKEY,Not Applicable,UYU,CHF
Margins,Margins,ISG,UKRAINE,Not Applicable,PKR,IDR
Margins,Margins,TPS,UKRAINE,Not Applicable,NZD,HUF
Margins,Margins,RE,UKRAINE,Not Applicable,HKD,INR
Margins,Margins,FIMA,VIETNAM,HO CHI MINH STOCK EXCHANGE,THB,DKK
Options,Bond Option (with premium),EMD,BAHRAIN,EURONEXT DERIVATIVES PARIS,PEN,EGP
Options,Bond Option (with premium),RE,DENMARK,Not Applicable,IDR,LKR
Options,Bond Option (with premium),BAR,EUROPE REGION,Not Applicable,KWD,CNH
Options,Bond Option (with premium),TPS,EUROPE REGION,Not Applicable,COP,PEN
Options,Bond Option (with premium),RE,EUROZONE,Not Applicable,XAU,LKR
Options,Bond Option (with premium),INFRA,FINLAND,Not Applicable,EGP,EUR
Options,Bond Option (with premium),EFM,FINLAND,Not Applicable,SGD,EUR
Options,Bond Option (with premium),EMD,GLOBAL,EURONEXT-LISBON,IDR,KWD
Options,Bond Option (with premium),RE,HUNGARY,Not Applicable,IDR,LKR
Options,Bond Option (with premium),RE,JAPAN,Osaka Exchange,CNH,EGP
Options,Bond Option (with premium),PE,MEXICO,Mercado Mexicano de Derivados,QAR,MYR
Options,Bond Option (with premium),FIMA,NETHERLANDS,Not Applicable,NOK,HKD
Options,Bond Option (with premium),RE,NETHERLANDS,Not Applicable,HUF,NOK
Options,Bond Option (with premium),BAR,PAKISTAN,Pakistan Stock Exchange,HUF,PEN
Options,Bond Option (with premium),RE,PERU,Not Applicable,KRW,NZD
Options,Bond Option (with premium),EQD,PHILIPPINES,Not Applicable,KZT,LKR
Options,Bond Option (with premium),EFM,PHILIPPINES,Not Applicable,CHF,KES
Options,Bond Option (with premium),Kepler,PORTUGAL,Not Applicable,AUD,DKK
Options,Bond Option (with premium),ISG,QATAR,Not Applicable,CHF,UAH
Options,Bond Option (with premium),Kepler,SERBIA,Not Applicable,COP,USD
Options,Bond Option (with premium),TPS,SERBIA,Not Applicable,RON,TRY
Options,Bond Option (with premium),EMD,SERBIA,Not Applicable,NGN,CZK
Options,Bond Option (with premium),EIS,SLOVAKIA,Not Applicable,KES,SGD
Options,Bond Option (with premium),INFRA,SPAIN ,MADRID STK EXC,KWD,USD
Options,Bond Option (with premium),CEOO,SPAIN ,MADRID STK EXC,XAU,MXN
Options,Bond Option (with premium),TPS,SPAIN ,SOCIEDAD DE BOLSAS (SIBE),CAD,CLP
Options,Bond Option (with premium),FIMA,SWEDEN,OMX Nordic Exchange Stockholm,TWD,NGN
Options,Bond Option (with premium),CEOO,TAIWAN,Not Applicable,KZT,IDR
Options,Bond Option (with premium),INFRA,UAE,DFM,NZD,ILS
Options,Bond Option (with premium),BAR,UNITED STATES,ISE Gemini / NASDAQ US OPTIONS,INR,PEN
Options,Bond Option (with premium),BAR,UNITED STATES,"Cboe Futures Exchange	",BRL,NZD
Options,Gold Options (with premium),ISG,ARGENTINA,Bolsas Y Mercados Argentinos,GBP,EGP
Options,Gold Options (with premium),BMG,ASIA PACIFIC REGION,EURONEXT DERIVATIVES AMSTERDAM,CAD,KZT
Options,Gold Options (with premium),CEOO,BELGIUM,NYSE EURONEXTBRUSSELS,QAR,EUR
Options,Gold Options (with premium),CEOO,BRAZIL,BMNFBOVEURA,KZT,BRL
Options,Gold Options (with premium),EIS,COLUMBIA,Not Applicable,MXN,NOK
Options,Gold Options (with premium),FIMA,CZECH REPUBLIC,Not Applicable,QAR,DOP
Options,Gold Options (with premium),EIS,FINLAND,NASDAQ OMX HELSINKII,KZT,EUR
Options,Gold Options (with premium),EIS,GERMANY ,Xetra,AED,QAR
Options,Gold Options (with premium),PE,HONG KONG,SHANGHAI HK STOCK CONNECT (C2),TRL,GBP
Options,Gold Options (with premium),CEOO,HONG KONG,SHANGHAI HK STOCK CONNECT (C2),EUR,GBP
Options,Gold Options (with premium),CEOO,INDIA,Not Applicable,PKR,CLP
Options,Gold Options (with premium),INFRA,INDIA,Not Applicable,CNY,ZAR
Options,Gold Options (with premium),ISG,INDONESIA,Not Applicable,EGP,XAU
Options,Gold Options (with premium),INFRA,ITALY,Not Applicable,RUB,UAH
Options,Gold Options (with premium),TPS,LUXEMBOURG,Not Applicable,RON,KRW
Options,Gold Options (with premium),TPS,LUXEMBOURG,Not Applicable,RUB,PEN
Options,Gold Options (with premium),FIMA,LUXEMBOURG,Not Applicable,KRW,IDR
Options,Gold Options (with premium),CEOO,LUXEMBOURG,Not Applicable,LKR,GBP
Options,Gold Options (with premium),FIMA,MACAU,Not Applicable,LKR,LKR
Options,Gold Options (with premium),FIMA,RUSSIA FEDERATION,Not Applicable,SEK,VND
Options,Gold Options (with premium),CEOO,SAUDI ARABIA,Not Applicable,RON,CAD
Options,Gold Options (with premium),EFM,SAUDI ARABIA,Not Applicable,KES,EUR
Options,Gold Options (with premium),FIMA,SWITZERLAND,Not Applicable,USD,CZK
Options,Gold Options (with premium),BMG,THAILAND,Not Applicable,VND,AUD
Options,Gold Options (with premium),RE,UKRAINE,Not Applicable,SAR,TRL
Options,Gold Options (with premium),CEOO,UNITED KINGDOM,London Metal Exchange,MXN,VND
Options,Gold Options (with premium),BAR,UNITED KINGDOM,London Metal Exchange,GBP,MYR
Options,Gold Options (with premium),EQD,UNITED STATES,"Cboe Futures Exchange	",PHP,COP
Options,Options on ILB,BAR,ARGENTINA,Bolsas Y Mercados Argentinos,NGN,TRY
Options,Options on ILB,Kepler,ASIA PACIFIC REGION,ICE Futures US Softs,PEN,CHF
Options,Options on ILB,BMG,AUSTRALIA,ASX,NGN,JPY
Options,Options on ILB,RE,BAHRAIN,EURONEXT DERIVATIVES PARIS,KWD,DKK
Options,Options on ILB,EIS,BAHRAIN,Kuwait Stock Exchange,IDR,HUF
Options,Options on ILB,Kepler,BELGIUM,Euronext Brussels,UYU,EUR
Options,Options on ILB,EQD,BELGIUM,Euronext Brussels,NOK,EUR
Options,Options on ILB,Kepler,BRAZIL,Brasil Bolsa Balcao (B3),MYR,BRL
Options,Options on ILB,BMG,BRAZIL,Brasil Bolsa Balcao (B3),PLN,USD
Options,Options on ILB,EFM,CANADA,VENTURE,UAH,USD
Options,Options on ILB,PE,CHILE,SANTIAGO STOCK EXCHANGE,PEN,CLP
Options,Options on ILB,EMD,CHINA,SHANGHAI HK STOCK CONNECT (C2),QAR,GBP
Options,Options on ILB,PE,DENMARK,Not Applicable,EGP,NZD
Options,Options on ILB,TPS,EUROZONE,Not Applicable,HKD,EUR
Options,Options on ILB,TPS,FRANCE,LUXEMBOURG STOCK EXCHANGE,XAU,CZK
Options,Options on ILB,INFRA,FRANCE,Euronext Paris,XAU,IDR
Options,Options on ILB,INFRA,GLOBAL,China Financial Futures Exchange,TRY,KZT
Options,Options on ILB,INFRA,GREECE,Not Applicable,CNH,EUR
Options,Options on ILB,BAR,IRELAND,Not Applicable,DKK,KWD
Options,Options on ILB,EIS,JAPAN,Osaka Exchange,BEF,IDR
Options,Options on ILB,RE,JAPAN,Osaka Exchange,BEF,HUF
